-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,4,4,4,4,4,10,4,4,4,10,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,4,11,4,10,4,4,4,4,10,4,4,4,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,60,61,61,61,4,4,4,4,4,11,61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,66,67,66,38,10,4,4,11,4,4,-1,67,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,41,42,43,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,60,61,61,61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,44,45,46,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,66,67,68,69,67,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,47,48,49,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,41,42,43,41,42,43,41,42,43,41,42,43,-1
-1,-1,-1,-1,-1,-1,-1,50,40,-1,37,0,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,44,45,46,44,45,46,44,45,46,44,45,46,-1
-1,36,-1,-1,-1,-1,-1,50,-1,-1,0,4,4,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,47,48,49,47,48,49,47,48,49,47,48,49,-1
53,35,56,55,-1,-1,51,50,52,0,11,4,4,10,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,39,50,40,39,50,40,39,50,40,39,50,40,-1
1,1,1,13,13,13,1,1,13,4,4,10,4,4,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,34,30,-1,-1,50,-1,-1,50,-1,-1,50,-1,-1,50,-1,-1
10,4,4,16,16,16,4,10,4,4,4,4,4,4,-1,-1,-1,38,-1,-1,-1,-1,28,53,56,58,55,37,37,38,-1,-1,-1,53,33,56,55,51,50,52,51,50,52,51,50,52,51,50,52,-1
4,11,4,16,22,16,4,4,4,10,4,4,11,4,-1,-1,-1,-1,-1,-1,-1,0,1,13,13,1,1,1,1,1,13,13,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4,4,4,16,16,16,11,4,4,4,11,4,4,4,24,24,24,24,24,24,24,4,4,16,22,16,16,16,16,16,22,16,10,4,4,4,16,16,22,16,16,22,16,16,22,16,16,22,16,16
4,4,10,16,23,16,4,4,4,4,4,4,4,11,25,25,25,25,25,25,25,10,4,16,16,23,16,22,16,16,16,16,4,11,4,4,23,16,16,23,16,16,23,16,16,23,16,16,23,16
11,4,4,16,16,16,4,10,4,4,4,4,10,4,25,25,25,25,25,25,25,4,11,16,16,16,4,4,11,4,4,11,4,4,4,10,16,22,16,16,22,16,16,22,16,16,22,16,16,22
