-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,54,56,57,55,30,-1,31,53,59,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,13,13,13,13,1,1,1,1,13,13,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,67,-1,68,66,-1,67,69,41,42,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,42,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,48,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,41,42,43,-1,-1,-1,-1,-1,41,42,43
-1,-1,-1,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,48,49,-1,-1,-1,-1,-1,-1,-1,41,42,43,-1,-1,53,55,51,50,52,-1,-1,-1,44,45,46,-1,-1,-1,-1,-1,44,45,46
-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,38,-1,-1,-1,50,40,-1,38,38,-1,8,-1,-1,44,45,46,-1,-1,18,13,13,13,19,-1,-1,-1,47,48,49,-1,38,38,38,-1,47,48,49
53,35,54,55,29,-1,53,57,55,-1,-1,38,38,38,38,-1,-1,50,-1,38,38,38,38,-1,-1,-1,47,48,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,50,-1,-1,-1,-1,-1,-1,39,50,40
1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,39,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,34,-1,-1,-1,50,-1
4,4,4,4,11,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,51,50,52,-1,53,58,59,55,-1,-1,51,50,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,50,52,-1,53,33,58,55,51,50,52
10,4,4,4,4,10,4,4,4,2,-1,-1,-1,-1,-1,-1,0,1,1,13,13,13,13,2,-1,18,13,13,19,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,1,1,1,1,1,1,1,1,1,2
4,4,10,4,4,4,4,10,4,4,-1,-1,-1,-1,-1,-1,4,4,11,16,22,16,16,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,16,16,11,4,4,4,11,4,10,4,4,10
4,4,4,4,4,4,11,4,4,4,24,24,24,24,24,24,11,4,4,16,16,16,22,4,24,24,24,24,24,24,24,24,24,24,24,24,24,16,23,16,4,10,4,4,4,4,4,11,4,4
4,11,4,4,4,4,4,4,4,11,25,25,25,25,25,25,4,10,4,16,16,23,16,10,25,25,25,25,25,25,25,25,25,25,25,25,25,16,16,22,4,4,4,10,4,4,4,4,11,4
